Show,Artists,Date,Days Elapsed,Day of Year,Sin Day of Year,Cos Day of Year,Day of Week,Sin Day of Week,Cos Day of Week,Tickets Sold,Total GBOR,Total GBOR Numeric,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Numeric,GBOR Bar Sales Ratio,Bar Sales Per Head,Net Income,Spotify Followers,Spotify Followers Max,artist1_genres,artist2_genres,combined_genres
THE NEW DEAL,THE NEW DEAL,2010-11-05,1946,309,-0.8214765533024145,0.5702422926917867,5,-0.433883739117558,-0.9009688679024191,384.0,"$6,952.00",6952.0,$17,,,,,,,,,18200,18200,,,
THE INVISIBLE HAND,THE INVISIBLE HAND,2010-11-06,1947,310,-0.8115390590073611,0.5842981736283683,6,-0.9749279121818236,-0.2225209339563146,208.0,"$1,798.00",1798.0,$8,,,,,,,,,1213,1213,ethiopian jazz,,ethiopian jazz
LUCERO,LUCERO,2010-11-07,1948,311,-0.801361088174677,0.5981809144059158,7,-0.7818314824680299,0.6234898018587334,220.0,"$3,432.00",3432.0,$15,,,,,,,,,39,39,"melodic techno,melodic house,tribal house,indie dance",,"melodic techno,tribal house,indie dance,melodic house"
FIRST AMENDMENT WRITES,FIRST AMENDMENT WRITES,2010-11-08,1949,312,-0.7909456567567774,0.6118864012687242,1,0.0,1.0,151.0,$755.00,755.0,$5,,,,,,,,,271,271,,,
UMPHREYS MCGEE,UMPHREYS MCGEE,2010-11-09,1950,313,-0.780295851070776,0.6254105729852457,2,0.7818314824680298,0.6234898018587336,434.0,"$9,264.00",9264.0,$20,,,,,,,,,206307,206307,newgrass,,newgrass
MATT COSTA,MATT COSTA,2010-11-10,1951,314,-0.7694148268839381,0.6387494220515268,3,0.9749279121818236,-0.2225209339563143,184.0,"$2,267.00",2267.0,$12,,,,,,,,,85288,85288,surf rock,,surf rock
DONNA THE BUFFALO,DONNA THE BUFFALO,2010-11-11,1952,315,-0.7583058084785625,0.6518989958787125,4,0.4338837391175582,-0.900968867902419,188.0,"$2,966.00",2966.0,$15,,,,,,,,,21904,21904,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
PARACHUTE,PARACHUTE,2010-11-13,1954,317,-0.7354170229639858,0.6776147890466887,6,-0.9749279121818236,-0.2225209339563146,730.0,"$10,329.00",10329.0,$14,,,,,,,,,639277,639277,,,
KARL DENSON'S TINY UNIVERSE,KARL DENSON'S TINY UNIVERSE,2010-11-14,1955,318,-0.7236440382959124,0.690173388242972,7,-0.7818314824680299,0.6234898018587334,156.0,"$2,544.00",2544.0,$15,,,,,,,,,36699,36699,"jazz funk,acid jazz",,"jazz funk,acid jazz"
JJ GREY & MOFRO,"JJ GREY, MOFRO",2010-11-17,1958,321,-0.6870527672236675,0.7266075247685652,3,0.9749279121818236,-0.2225209339563143,309.0,"$4,879.00",4879.0,$15,,,,,,,,,"189836,189836",189836,"modern blues,southern rock,blues,blues rock","modern blues,southern rock,blues,blues rock","southern rock,blues,modern blues,blues rock"
TR3,TR3,2010-11-18,1959,322,-0.6744436188329457,0.7383263540031063,4,0.4338837391175582,-0.900968867902419,291.0,"$4,599.00",4599.0,$15,,,,,,,,,1410,1410,hardstyle,,hardstyle
TROMBONE SHORTY,TROMBONE SHORTY,2010-11-19,1960,323,-0.661634618242279,0.749826401204568,5,-0.433883739117558,-0.9009688679024191,493.0,"$9,040.00",9040.0,$18,,,,,,,,,196808,196808,jazz funk,,jazz funk
INDECISION,INDECISION,2010-11-26,1967,330,-0.5667017562911184,0.8239230057575536,5,-0.433883739117558,-0.9009688679024191,327.0,"$4,134.00",4134.0,$12,,,,,,,,,11118,11118,"hardcore,hardcore punk,metalcore",,"hardcore punk,metalcore,hardcore"
THE HACKENSAW BOYS,THE HACKENSAW BOYS,2010-11-27,1968,331,-0.5524353131676203,0.8335557718385695,6,-0.9749279121818236,-0.2225209339563146,475.0,"$7,402.00",7402.0,$15,,,,,,,,,27707,27707,"bluegrass,newgrass,gothic country,americana,alt country",,"gothic country,newgrass,alt country,bluegrass,americana"
COLD WAR KIDS,COLD WAR KIDS,2010-12-02,1973,336,-0.4787338401157883,0.8779600847008883,4,0.4338837391175582,-0.900968867902419,465.0,"$8,510.00",8510.0,$18,,,,,,,,,898556,898556,modern rock,,modern rock
TREES ON FIRE,TREES ON FIRE,2010-12-03,1974,337,-0.4635502709028512,0.8860706215341378,5,-0.433883739117558,-0.9009688679024191,375.0,"$3,975.00",3975.0,$10,,,,,,,,,356,356,,,
GENE WEEN,GENE WEEN,2010-12-10,1981,344,-0.3536761221763721,0.935367949313148,5,-0.433883739117558,-0.9009688679024191,245.0,"$4,490.00",4490.0,$18,,,,,,,,,5881,5881,,,
THE AMATEUR HOUR VARIETY HOUR,THE AMATEUR HOUR VARIETY HOUR,2010-12-15,1986,349,-0.2719581575341052,0.9623090774541488,3,0.9749279121818236,-0.2225209339563143,198.0,"$2,120.00",2120.0,$10,,,,,,,,,267,267,,,
EDDIE FROM OHIO,EDDIE FROM OHIO,2010-12-18,1989,352,-0.2219215130041667,0.9750645322571944,6,-0.9749279121818236,-0.2225209339563146,388.0,"$7,009.00",7009.0,$18,,,,,,,,,4521,4521,rage rap,,rage rap
SONS OF BILL (CHRISTMAS SPECTACULAR),SONS OF BILL,2010-12-23,1994,357,-0.1372787721132651,0.9905324521322229,4,0.4338837391175582,-0.900968867902419,751.0,"$11,425.00",11425.0,$15,,,,,,,,,9112,9112,"alt country,americana,red dirt",,"americana,alt country,red dirt"
GOGOL BORDELLO,GOGOL BORDELLO,2010-12-28,1999,362,-0.0516196672232541,0.998666816288476,2,0.7818314824680298,0.6234898018587336,800.0,"$23,992.00",23992.0,$30,,,,,,,,,366906,366906,"folk punk,dark cabaret",,"folk punk,dark cabaret"
CRACKER / SOUTHERN CULTURE ON THE SKIDS,"CRACKER, SOUTHERN CULTURE ON THE SKIDS",2010-12-31,2002,365,6.432490598706546e-16,1.0,5,-0.433883739117558,-0.9009688679024191,752.0,"$23,771.00",23771.0,$30,,,,,,,,,"0,39052",39052,,"psychobilly,rockabilly,alt country","psychobilly,rockabilly,alt country"
SKIP CASTRO BAND / THE NIGHTHAWKS,"SKIP CASTRO BAND, THE NIGHTHAWKS",2011-01-01,2003,1,0.0172133561558346,0.9998518392091162,6,-0.9749279121818236,-0.2225209339563146,586.0,"$10,664.00",10664.0,$18,,,,,,,,,"87,4048",4048,,"blues,blues rock,big band","blues rock,blues,big band"
DEVON SPROULE & WES SWING,"DEVON SPROULE, WES SWING",2011-01-07,2009,7,0.1202080448993527,0.9927487224577402,5,-0.433883739117558,-0.9009688679024191,308.0,"$3,217.00",3217.0,$10,,,,,,,,,"3476,2184",3476,,,
BOLD AS LOVE: JIMI HENDRIX TRIBUTE,BOLD AS LOVE,2011-01-15,2017,15,0.255353295116187,0.9668478136052776,6,-0.9749279121818236,-0.2225209339563146,543.0,"$5,735.00",5735.0,$10,,,,,,,,,16,16,ccm,,ccm
LIL'E,LIL'E,2011-01-21,2023,21,0.3536761221763716,0.9353679493131484,5,-0.433883739117558,-0.9009688679024191,807.0,"$8,432.00",8432.0,$10,,,,,,,,,12385033,12385033,,,
ZOSO,ZOSO,2011-01-26,2028,26,0.4327755925504312,0.901501684131884,3,0.9749279121818236,-0.2225209339563143,278.0,"$2,876.00",2876.0,$10,,,,,,,,,20,20,,,
SWEETWATER,SWEETWATER,2011-01-29,2031,29,0.4787338401157884,0.8779600847008882,6,-0.9749279121818236,-0.2225209339563146,340.0,"$3,586.00",3586.0,$10,,,,,,,,,14715,14715,"psychedelic rock,acid rock,psychedelic pop",,"psychedelic pop,acid rock,psychedelic rock"
TEA LEAF GREEN,TEA LEAF GREEN,2011-02-02,2035,33,0.5380051715382996,0.8429415373547828,3,0.9749279121818236,-0.2225209339563143,269.0,"$4,335.00",4335.0,$15,,,,,,,,,41622,41622,"newgrass,bluegrass",,"newgrass,bluegrass"
THE GROOVE TRAIN,THE GROOVE TRAIN,2011-02-05,2038,36,0.5808002734538009,0.8140460935082178,6,-0.9749279121818236,-0.2225209339563146,753.0,"$6,559.00",6559.0,$8,,,,,,,,,2212,2212,jazz,,jazz
TAPES N' TAPES,TAPES N' TAPES,2011-02-08,2041,39,0.6220467484408675,0.7829801036770629,2,0.7818314824680298,0.6234898018587336,131.0,"$1,879.00",1879.0,$14,,,,,,,,,55839,55839,dream pop,,dream pop
DR. DOG,DR. DOG,2011-02-09,2042,40,0.6354323008901774,0.7721565844991642,3,0.9749279121818236,-0.2225209339563143,751.0,"$12,136.00",12136.0,$17,,,,,,,,,586553,586553,,,
JOSHUA RADIN,JOSHUA RADIN,2011-02-11,2044,42,0.6616346182422783,0.7498264012045686,5,-0.433883739117558,-0.9009688679024191,752.0,"$11,280.00",11280.0,$15,,,,,,,,,375059,375059,,,
RAILROAD EARTH,RAILROAD EARTH,2011-02-12,2045,43,0.6744436188329455,0.7383263540031065,6,-0.9749279121818236,-0.2225209339563146,752.0,"$15,112.00",15112.0,$20,,,,,,,,,104671,104671,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
ROBERT RANDOLPH,ROBERT RANDOLPH,2011-02-15,2048,46,0.7116566222817746,0.7025274741691571,2,0.7818314824680298,0.6234898018587336,501.0,"$10,133.00",10133.0,$21,,,,,,,,,77062,77062,"modern blues,roots rock,blues,blues rock",,"blues rock,blues,modern blues,roots rock"
YONDER MOUNTAIN STRING BAND,YONDER MOUNTAIN STRING BAND,2011-02-16,2049,47,0.7236440382959124,0.6901733882429719,3,0.9749279121818236,-0.2225209339563143,756.0,"$15,144.00",15144.0,$20,,,,,,,,,153444,153444,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
COLT FORD,COLT FORD,2011-02-18,2051,49,0.7469720876965552,0.6648553979642865,5,-0.433883739117558,-0.9009688679024191,754.0,"$15,156.00",15156.0,$20,,,,,,,,,1145429,1145429,"country hip hop,country,acoustic country,country rock",,"country rock,country hip hop,country,acoustic country"
VUSI MAHLASELA,VUSI MAHLASELA,2011-02-20,2053,51,0.7694148268839378,0.6387494220515272,7,-0.7818314824680299,0.6234898018587334,369.0,"$6,710.00",6710.0,$18,,,,,,,,,27524,27524,"afro soul,afropop",,"afropop,afro soul"
WHO'S BAD: TRIBUTE TO MICHAEL JACKSON,WHO'S BAD,2011-02-24,2057,55,0.8115390590073611,0.5842981736283684,4,0.4338837391175582,-0.900968867902419,504.0,"$7,697.00",7697.0,$15,,,,,,,,,1088,1088,,,
THE CAROLINA CHOCOLATE DROPS,THE CAROLINA CHOCOLATE DROPS,2011-02-25,2058,56,0.8214765533024142,0.5702422926917871,5,-0.433883739117558,-0.9009688679024191,770.0,"$12,340.00",12340.0,$16,,,,,,,,,213,213,,,
GALACTIC,GALACTIC,2011-02-27,2060,58,0.8406184056344782,0.5416278206559814,7,-0.7818314824680299,0.6234898018587334,695.0,"$12,961.00",12961.0,$18,,,,,,,,,25,25,,,
JOSH RITTER,JOSH RITTER,2011-03-03,2064,62,0.8758917051442429,0.4825077417612184,4,0.4338837391175582,-0.900968867902419,711.0,"$12,866.00",12866.0,$18,,,,,,,,,168818,168818,"americana,alt country,indie folk",,"americana,indie folk,alt country"
RA RA RIOT,RA RA RIOT,2011-03-04,2065,63,0.8840675099433636,0.4673592171580022,5,-0.433883739117558,-0.9009688679024191,758.0,"$9,999.00",9999.0,$13,,,,,,,,,208059,208059,baroque pop,,baroque pop
PERPETUAL GROOVE,PERPETUAL GROOVE,2011-03-05,2066,64,0.8919813464595485,0.4520722039323043,6,-0.9749279121818236,-0.2225209339563146,753.0,"$9,462.00",9462.0,$12,,,,,,,,,65170,65170,newgrass,,newgrass
PRETTY THINGS PEEP SHOW,PRETTY THINGS PEEP SHOW,2011-03-10,2071,69,0.9275416835791966,0.373719714790469,4,0.4338837391175582,-0.900968867902419,352.0,"$3,705.00",3705.0,$10,,,,,,,,,31755,31755,underground hip hop,,underground hip hop
FUTUREROCK,FUTUREROCK,2011-03-11,2072,70,0.9338372288229252,0.3576982388331254,5,-0.433883739117558,-0.9009688679024191,182.0,"$2,040.00",2040.0,$10,,,,,,,,,59,59,,,
BAABA SETH (20th ANNIVERSARY SHOW),BAABA SETH,2011-03-12,2073,71,0.9398560579418954,0.3415707691678556,6,-0.9749279121818236,-0.2225209339563146,470.0,"$7,215.00",7215.0,$15,,,,,,,,,105936,105936,afropop,,afropop
PETE YORN / BEN KWELLER,"PETE YORN, BEN KWELLER",2011-03-16,2077,75,0.9611297838723007,0.2760969730974688,3,0.9749279121818236,-0.2225209339563143,383.0,"$9,625.00",9625.0,$25,,,,,,,,,"94498,66969",94498,,power pop,power pop
THE MACHINE: TRIBUTE TO PINK FLOYD,THE MACHINE,2011-03-18,2079,77,0.9700639218515072,0.2428497220959356,5,-0.433883739117558,-0.9009688679024191,519.0,"$10,848.00",10848.0,$20,,,,,,,,,6998035,6998035,baroque pop,,baroque pop
ROBERT EARL KEEN,ROBERT EARL KEEN,2011-03-26,2087,85,0.994217906893952,0.107381346664163,6,-0.9749279121818236,-0.2225209339563146,729.0,"$18,561.00",18561.0,$25,,,,,,,,,189728,189728,"texas country,red dirt,alt country,americana",,"red dirt,alt country,americana,texas country"
EASY STAR ALL STARS,EASY STAR ALL STARS,2011-04-01,2093,91,0.99999073973619,0.0043035382962442,5,-0.433883739117558,-0.9009688679024191,489.0,"$9,018.00",9018.0,$18,,,,,,,,,156258,156258,"dub,reggae,rocksteady,roots reggae",,"rocksteady,reggae,roots reggae,dub"
TV ON THE RADIO,TV ON THE RADIO,2011-04-09,2101,99,0.9911140639934548,-0.1330147065341959,6,-0.9749279121818236,-0.2225209339563146,800.0,"$24,000.00",24000.0,$30,,,,,,,,,650388,650388,"indie rock,indie",,"indie rock,indie"
TOAD THE WET SPROKET,TOAD THE WET SPROKET,2011-04-10,2102,100,0.9886775902323404,-0.1500553983446526,7,-0.7818314824680299,0.6234898018587334,323.0,"$6,495.00",6495.0,$20,,,,,,,,,362773,362773,,,
THE OLD 97s,THE OLD 97s,2011-04-12,2104,102,0.9829265519799822,-0.18399835165768,2,0.7818314824680298,0.6234898018587336,490.0,"$7,922.00",7922.0,$16,,,,,,,,,25772,25772,,,
RUSTED ROOT,RUSTED ROOT,2011-04-13,2105,103,0.97961369164549,-0.200890555130635,3,0.9749279121818236,-0.2225209339563143,383.0,"$7,784.00",7784.0,$21,,,,,,,,,222368,222368,,,
DJ LIL'E,DJ LIL'E,2011-04-15,2107,105,0.9721181966290612,-0.2344913895704098,5,-0.433883739117558,-0.9009688679024191,755.0,"$7,730.00",7730.0,$10,,,,,,,,,47468,47468,"funk,brazilian funk",,"funk,brazilian funk"
JASON ISBELL / HAYES CARLL,"JASON ISBELL, HAYES CARLL",2011-04-20,2112,110,0.9483615800121716,-0.3171912885891061,3,0.9749279121818236,-0.2225209339563143,278.0,"$4,256.00",4256.0,$15,,,,,,,,,"263987,131756",263987,"alt country,americana","texas country,red dirt,alt country,americana","americana,red dirt,alt country,texas country"
ELECTRIC CIRCUS,ELECTRIC CIRCUS,2011-04-21,2113,111,0.9427611433904208,-0.3334687789181868,4,0.4338837391175582,-0.900968867902419,276.0,"$2,518.00",2518.0,$10,,,,,,,,,73001,73001,"electro swing,swing music",,"swing music,electro swing"
TREES ON FIRE / COREY HARRIS,"TREES ON FIRE, COREY HARRIS",2011-04-22,2114,112,0.9368813462954316,-0.3496474552512284,5,-0.433883739117558,-0.9009688679024191,292.0,"$4,521.00",4521.0,$15,,,,,,,,,"356,13668",13668,,"blues,modern blues,country blues,classic blues","country blues,blues,modern blues,classic blues"
SNOOP DOGG,SNOOP DOGG,2011-04-25,2117,115,0.9175836260593936,-0.3975428142825559,1,0.0,1.0,775.0,"$30,225.00",30225.0,$39,,,,,,,,,13943067,13943067,"g-funk,west coast hip hop,gangster rap,hip hop,rap",,"rap,hip hop,g-funk,west coast hip hop,gangster rap"
MAN MAN,MAN MAN,2011-04-27,2119,117,0.9033558023246844,-0.4288919379124835,3,0.9749279121818236,-0.2225209339563143,109.0,"$1,466.00",1466.0,$13,,,,,,,,,0,0,,,
PAPADOSIO,PAPADOSIO,2011-04-28,2120,118,0.895839290734909,-0.4443781781046132,4,0.4338837391175582,-0.900968867902419,353.0,"$3,866.00",3866.0,$10,,,,,,,,,103510,103510,,,
INFAMOUS STRING DUSTERS,INFAMOUS STRING DUSTERS,2011-04-29,2121,119,0.8880573226294932,-0.4597327394521039,5,-0.433883739117558,-0.9009688679024191,750.0,"$9,118.00",9118.0,$12,,,,,,,,,108066,108066,"newgrass,bluegrass,americana",,"americana,newgrass,bluegrass"
BROOKE FRAISER,BROOKE FRAISER,2011-05-04,2126,124,0.8452490573530633,-0.5343725582809786,3,0.9749279121818236,-0.2225209339563143,364.0,"$6,600.00",6600.0,$18,,,,,,,,,114539,114539,,,
MAC MILLER,MAC MILLER,2011-05-06,2128,126,0.8263541987239096,-0.5631507242749186,5,-0.433883739117558,-0.9009688679024191,750.0,"$11,250.00",11250.0,$15,,,,,,,,,11410428,11410428,,,
GROOVE TRAIN,GROOVE TRAIN,2011-05-07,2129,127,0.8165380514459161,-0.5772916165517272,6,-0.9749279121818236,-0.2225209339563146,566.0,"$5,811.00",5811.0,$10,,,,,,,,,2212,2212,jazz,,jazz
JON SPENCER BLUES EXPLOSION,JON SPENCER BLUES EXPLOSION,2011-05-10,2132,130,0.7856498550787147,-0.6186714032625031,2,0.7818314824680298,0.6234898018587336,130.0,"$2,382.00",2382.0,$18,,,,,,,,,111606,111606,"garage rock,blues rock",,"garage rock,blues rock"
JOSH THOMPSON,JOSH THOMPSON,2011-05-14,2136,134,0.7412220108485958,-0.6712599575675313,6,-0.9749279121818236,-0.2225209339563146,349.0,"$6,079.00",6079.0,$17,,,,,,,,,172152,172152,country,,country
OVER THE RHINE,OVER THE RHINE,2011-05-18,2140,138,0.6932812268869777,-0.7206671495538609,3,0.9749279121818236,-0.2225209339563143,174.0,"$3,560.00",3560.0,$24,,,,,,,,,33912,33912,indie folk,,indie folk
BLIND BOYS OF ALABAMA,BLIND BOYS OF ALABAMA,2011-05-21,2143,141,0.6551563572090853,-0.7554933140726803,6,-0.9749279121818236,-0.2225209339563146,179.0,"$4,881.00",4881.0,$27,,,,,,,,,56138,56138,,,
PARACHUTE,PARACHUTE,2011-06-04,2157,155,0.4559066935084588,-0.8900275764346767,6,-0.9749279121818236,-0.2225209339563146,751.0,"$13,206.00",13206.0,$16,,,,,,,,,639277,639277,,,
GRACE POTTER & THE NOCTURNALS,"GRACE POTTER, THE NOCTURNALS",2011-06-08,2161,159,0.3935902766564667,-0.9192859697186104,3,0.9749279121818236,-0.2225209339563143,762.0,"$15,232.38",15232.38,$22,,,,,,,,,"128380,149542",149542,,,
RYAN BINGHAM & THE DEAD HORSES,"RYAN BINGHAM, THE DEAD HORSES",2011-06-09,2162,160,0.3777079652039649,-0.9259247771938498,4,0.4338837391175582,-0.900968867902419,528.0,"$9,590.00",9590.0,$18,,,,,,,,,"550146,7680",550146,"red dirt,texas country,alt country,americana,country","gothic country,folk punk,bluegrass","red dirt,folk punk,gothic country,country,alt country,bluegrass,americana,texas country"
JUNIOR BOYS,JUNIOR BOYS,2011-06-18,2171,169,0.2303056702306122,-0.973118337233262,6,-0.9749279121818236,-0.2225209339563146,146.0,"$1,944.00",1944.0,$13,,,,,,,,,85937,85937,"alternative dance,indietronica",,"alternative dance,indietronica"
FLOYD FEST UNDER THE RADAR,FLOYD FEST UNDER THE RADAR,2011-06-24,2177,175,0.1287481774525813,-0.99167731989929,5,-0.433883739117558,-0.9009688679024191,102.0,$510.00,510.0,$5,,,,,,,,,17555,17555,,,
RING OF FIRE: JOHNNY CASH TRIBUTE,RING OF FIRE,2011-06-25,2178,176,0.1116590071216951,-0.993746580436178,6,-0.9749279121818236,-0.2225209339563146,448.0,"$5,804.00",5804.0,$12,,,,,,,,,68,68,,,
FLOYD FEST UNDER THE RADAR,FLOYD FEST UNDER THE RADAR,2011-07-15,2198,196,-0.2303056702306119,-0.973118337233262,5,-0.433883739117558,-0.9009688679024191,152.0,$760.00,760.0,$5,,,,,,,,,17555,17555,,,
THE GLITCH MOB,THE GLITCH MOB,2011-07-19,2202,200,-0.2967128192734901,-0.9549667548552552,2,0.7818314824680298,0.6234898018587336,750.0,"$11,250.00",11250.0,$15,,,,,,,,,549090,549090,"glitch,dubstep",,"dubstep,glitch"
CODY PURVIS & THE DOWN TIL NOW,"CODY PURVIS, THE DOWN TIL NOW",2011-07-22,2205,203,-0.3456123126707333,-0.9383773917408642,5,-0.433883739117558,-0.9009688679024191,312.0,"$3,168.00",3168.0,$10,,,,,,,,,"2307,163607",163607,,,
DJ CORNBREAD / WIZ KHALIFA AFTER PARTY,"DJ CORNBREAD, WIZ KHALIFA AFTER PARTY",2011-07-23,2206,204,-0.3617137307297674,-0.9322892131745134,6,-0.9749279121818236,-0.2225209339563146,402.0,"$1,887.00",1887.0,$5,,,,,,,,,"1005,11762077",11762077,,rap,rap
LITTLE FEAT,LITTLE FEAT,2011-07-26,2209,207,-0.4093559588156211,-0.9123747579707274,2,0.7818314824680298,0.6234898018587336,386.0,"$10,574.00",10574.0,$27,,,,,,,,,473069,473069,"southern rock,country rock,roots rock",,"southern rock,country rock,roots rock"
JEFFERSON STARSHIP,JEFFERSON STARSHIP,2011-07-27,2210,208,-0.4250003399695539,-0.9051931898913976,3,0.9749279121818236,-0.2225209339563143,164.0,"$4,621.00",4621.0,$28,,,,,,,,,1056205,1056205,"album rock,classic rock",,"classic rock,album rock"
NEKO CASE    ,NEKO CASE,2011-08-11,2225,223,-0.6420547132365636,-0.7666588193001592,4,0.4338837391175582,-0.900968867902419,785.0,"$23,608.00",23608.0,$30,,,,,,,,,234216,234216,"alt country,americana",,"americana,alt country"
ALLIGATOR,ALLIGATOR,2011-08-12,2226,224,-0.655156357209085,-0.7554933140726804,5,-0.433883739117558,-0.9009688679024191,328.0,"$3,492.00",3492.0,$10,,,,,,,,,955,955,,,
MINGO FISHTRAP,MINGO FISHTRAP,2011-08-13,2227,225,-0.6680638642135333,-0.7441039398713608,6,-0.9749279121818236,-0.2225209339563146,158.0,"$1,645.00",1645.0,$10,,,,,,,,,15989,15989,"jazz funk,retro soul",,"jazz funk,retro soul"
CHRIS ROBINSON BROTHERHOOD,CHRIS ROBINSON BROTHERHOOD,2011-08-16,2230,228,-0.7055836101071774,-0.70862667826446,2,0.7818314824680298,0.6234898018587336,286.0,"$5,209.00",5209.0,$18,,,,,,,,,68843,68843,"southern rock,modern blues",,"southern rock,modern blues"
PERPETUAL GROOVE,PERPETUAL GROOVE,2011-08-19,2233,231,-0.7412220108485957,-0.6712599575675315,5,-0.433883739117558,-0.9009688679024191,586.0,"$7,346.00",7346.0,$12,,,,,,,,,65170,65170,newgrass,,newgrass
WARREN HAYNES,WARREN HAYNES,2011-08-20,2234,232,-0.7526668275320083,-0.6584015846980489,6,-0.9749279121818236,-0.2225209339563146,808.0,"$32,315.00",32315.0,$40,,,,,,,,,145256,145256,"southern rock,modern blues,blues rock,blues",,"southern rock,blues,modern blues,blues rock"
COREY SMITH,COREY SMITH,2011-08-26,2240,238,-0.8165380514459157,-0.5772916165517278,5,-0.433883739117558,-0.9009688679024191,388.0,"$6,132.00",6132.0,$15,,,,,,,,,90807,90807,"texas country,red dirt,country",,"red dirt,country,texas country"
PAUL CURRERI & DEVON SPROULE,"PAUL CURRERI, DEVON SPROULE",2011-08-27,2241,239,-0.8263541987239094,-0.5631507242749187,6,-0.9749279121818236,-0.2225209339563146,413.0,"$6,326.00",6326.0,$15,,,,,,,,,"1306,3476",3476,,,
VIEUX FARKA TOURE,VIEUX FARKA TOURE,2011-08-31,2245,243,-0.8631421280499115,-0.5049610547215202,3,0.9749279121818236,-0.2225209339563143,209.0,"$3,189.00",3189.0,$15,,,,,,,,,84943,84943,,,
THE HOLD STEADY,THE HOLD STEADY,2011-09-02,2247,245,-0.8800122039735356,-0.4749510720670502,5,-0.433883739117558,-0.9009688679024191,676.0,"$12,290.00",12290.0,$18,,,,,,,,,86142,86142,,,
DAVID NAIL,DAVID NAIL,2011-09-03,2248,246,-0.888057322629493,-0.4597327394521046,6,-0.9749279121818236,-0.2225209339563146,114.0,"$1,727.00",1727.0,$15,,,,,,,,,389001,389001,"country,acoustic country",,"country,acoustic country"
GHOSTLAND OBSERVATORY,GHOSTLAND OBSERVATORY,2011-09-07,2252,250,-0.9175836260593934,-0.3975428142825566,3,0.9749279121818236,-0.2225209339563143,351.0,"$7,131.00",7131.0,$20,,,,,,,,,82833,82833,indietronica,,indietronica
ZOSO,ZOSO,2011-09-14,2259,257,-0.9587178169872964,-0.2843591872810036,3,0.9749279121818236,-0.2225209339563143,326.0,"$3,389.00",3389.0,$10,,,,,,,,,20,20,,,
DAVID WAX MUSEUM / DAVID MAYFIELD,"DAVID WAX MUSEUM, DAVID MAYFIELD",2011-09-15,2260,258,-0.9634705485641486,-0.2678143051621748,4,0.4338837391175582,-0.900968867902419,145.0,"$1,101.00",1101.0,$7,,,,,,,,,"11493,3451",11493,,"bluegrass,indie folk,newgrass,alt country,americana","indie folk,newgrass,alt country,bluegrass,americana"
FRUIT BATS / VETIVER,"FRUIT BATS, VETIVER",2011-09-16,2261,259,-0.9679377830240642,-0.2511900638848195,5,-0.433883739117558,-0.9009688679024191,189.0,"$1,994.00",1994.0,$10,,,,,,,,,"191626,67224",191626,,,
