Show,Date,Tickets Sold,Total GBOR,Advance Ticket Price,Artist Fee,Deal,Scan Count,Bar Sales,Bar Sales Per Head,Net Income
Boom Box,1/18/18,184.0,"$3,015.00",$16.00 ,"$1,659.00",60%,235.0,"$3,341.00",$14.22,"$1,870.75"
Nasty,1/26/18,213.0,"$1,827.00",$7.00 ,"$1,000.00","$1,000",213.0,"$3,361.00",$15.78,"$1,703.70"
Yonder Mountain String Band,1/17/18,202.0,"$5,258.00",$25.00 ,"$3,189.20",65%,202.0,"$3,760.00",$18.61,"$1,682.24"
I Can't Feel My Face,6/22/18,320.0,"$3,179.00",$10.00 ,"$2,069.25",75%,320.0,"$3,652.00",$11.41,"$1,680.87"
Cruxshadows,2/5/18,251.0,"$4,234.00",$15.00 ,"$1,890.00",$3150 vs 50%,284.0,"$2,599.00",$9.15,"$1,471.32"
Hot In Herre,7/13/18,337.0,"$2,897.00",$10.00 ,"$1,702.34",75%,337.0,"$3,652.00",$10.84,"$1,458.97"
Kurt Vile,7/10/18,468.0,"$10,452.00",$22.00 ,"$9,000.00",$9000 + 70%,480.0,"$3,767.38",$7.85,"$1,418.15"
North Mississippi All Stars,5/11/18,282.0,"$5,583.00",$20.00 ,"$5,000.00",$5000 + 70%,282.0,"$3,659.00",$12.98,"$1,331.41"
Nasty,4/13/18,179.0,"$1,547.00",$7.00 ,"$1,000.00","$1,000",350.0,"$3,424.00",$9.78,"$1,181.59"
No BS Brass Band,7/5/18,235.0,"$3,146.00",$15.00 ,"$3,000.00",$3000 + 70%,378.0,"$3,429.00",$9.07,$701.07
Keys N Krates,1/28/18,324.0,"$6,519.00",$20.00 ,"$4,600.00",$7500 +70%,324.0,"$3,259.00",$10.06,$687.23
Melvin Seals and JGB,10/3/18,171.0,"$3,906.00",$22.00 ,"$4,000.00",$4000 + 70%,171.0,"$3,502.00",$20.48,-$129.77
Cville Allstars - Aretha Franklin,12/22/18,179.0,"$2,126.00",$12.00 ,"$1,500.00",$1500 + 70%,179.0,"$1,357.16",$7.58,-$779.74
Nasty,5/4/18,100.0,$884.00,$7.00 ,"$1,000.00","$1,000",152.0,"$1,225.00",$8.06,"-$1,234.05"
Corey Smith,Fri 8/31/18,212.0,"$4,316.00",$20.00 ,"$7,000.00",$7000 + 70%,212.0,"$4,340.00",$20.47,"-$2,328.62"
Tuneyards,5/9/17,182.0,"$4,004.00",$22.00 ,"$6,000.00",$6000 + 70%,182.0,"$2,358.00",$12.96,"-$3,161.71"
Kendall Street Company,9/1/18,780.0,"$6,446.00",$10.00 ,"$3,751.15",60% of GBOR,780.0,"$8,593.00",$11.02,"$7,873.28"
Nasty Back That Thing Up Dance Party,9/7/18,88.0,$348.00,$5.00 ,"$1,000.00",$1000 vs 50%,221.0,"$1,342.67",$6.08,"-$2,393.95"
Free Union and Adar,9/8/18,257.0,"$2,730.00",$10.00 ,"$1,458.00",60%,257.0,"$2,011.02",$7.82,-$531.79
Trampled By Turles,9/9/18,754.0,"$18,750.00",$25.00 ,"$12,026.68","$9,000 + 70%",750.0,"$7,346.64",$9.80,"$10,207.59"
Neko Case,Sat 9/15/18,750.0,"$29,250.00",$39.00 ,"$20,526.50","$16,750 + 70%",750.0,"$6,215.30",$8.29,"$7,028.26"
Cherub,9/18/18,324.0,"$6,648.00",$20.00 ,"$4,600.00",$4000 + 70%,324.0,"$4,028.35",$12.43,"$1,005.68"
Mat Kearney,9/19/18,653.0,"$19,256.00",$20.00 ,"$10,000.00","$10,000 +70%",653.0,"$5,310.00",$8.13,"$6,570.15"
Borns,9/22/18,754.0,"$19,604.00",$26.00 ,"$11,292.50",60% of GBOR,754.0,"$6,685.00",$8.87,"$9,810.76"
Rainbow Kitten Surprise,9/24/18,760.0,"$18,750.00",$22.50 ,"$10,974.03",$7500 + 70%,760.0,"$6,103.04",$8.03,"$11,146.18"
The Legwarmers,9/28/18,775.0,"$12,479.00",$16.00 ,"$8,111.35",60% of GBOR,775.0,"$11,090.00",$14.31,"$10,676.89"
Frank Turner,10/01/18,582.0,"$16,021.50",$27.50 ,"$9,600.00",$9600 + 70%,582.0,"$4,997.00",$8.59,"$7,246.80"
Melvin Seals & JGB,10/03/18,171.0,"$3,906.00",$22.00 ,"$4,000.00",$4000 + 70%,171.0,"$3,502.00",$20.48,-$129.77
Devon Allman Project,10/04/18,129.0,"$2,904.00",$22.00 ,"$3,750.00",$3750 + 70%,129.0,"$2,259.00",$17.51,"-$1,648.61"
Disco Risque and PBR,10/06/18,342.0,"$3,968.00",$15.00 ,"$2,200.80",60%,342.0,"$4,925.28",$14.40,"$1,797.49"
Lucero,10/10/18,233.0,"$5,174.00",$22.00 ,"$6,000.00",$6000 + 70%,233.0,"$2,951.28",$12.67,"-$2,574.51"
Lucy Dacus,10/11/18,282.0,"$4,556.00",$16.00 ,"$2,321.10",60%,282.0,"$2,716.00",$9.63,$689.24
Agents of Good Roots and Chamomille & Whiskey,Fri 10/12/18,102.0,"$1,695.00",$18.00 ,"$1,017.00",60%,152.0,"$1,743.36",$11.47,-$842.74
A Boy Named Banjo,10/13/18,330.0,"$5,002.00",$15.00 ,"$2,690.85",60%,330.0,"$2,916.60",$8.84,$622.46
Saved by the 90s,Fri 10/19/18,443.0,"$5,787.00",$15.00 ,"$3,382.20",60%,485.0,"$7,531.00",$15.53,"$3,821.49"
Andy Grammar,10/20/18,726.0,"$19,980.00",$27.50 ,"$12,373.99","$10,000 + 70%",726.0,"$3,535.86",$4.87,"$6,160.74"
Moe,10/26/18,750.0,"$22,260.29",$25.00 ,"$14,218.85","$10,000 + 70%",750.0,"$11,146.45",$14.86,"$12,110.18"
Hot In Herre,10/27/18,337.0,"$2,897.00",$10.00 ,"$1,702.34",75% of GBOR,377.0,"$4,924.00",$13.06,"$1,199.77"
Vusi Mahlasela,10/30/18,176.0,"$5,050.00",$20.00 ,"$2,350.00",$1500 vs 50%,176.0,"$1,153.59",$6.55,$471.95
The Oh Hellos,10/31/18,474.0,"$8,567.00",$18.00 ,"$4,837.20",60%,474.0,"$2,230.80",$4.71,"$2,142.27"
Guster,11/03/18,646.0,"$20,059.64",$30.99 ,"$12,597.52","$10,000 + 70%",646.0,"$6,201.00",$9.60,"$8,340.35"
Kasbo,11/04/18,253.0,"$4,636.00",$15.00 ,"$2,011.60",60%,253.0,"$1,658.04",$6.55,-$336.06
Brett Dennan,11/06/18,193.0,"$4,246.00",$22.00 ,"$4,750.00",$4750 + 70%,193.0,"$1,306.73",$6.77,"-$3,498.20"
Lotus,11/07/18,342.0,"$8,439.00",$25.00 ,"$10,000.00","$10,000 + 70%",342.0,"$7,833.89",$22.91,$724.71
Chris Robinson Brotherhood,11/08/18,326.0,"$7,306.00",$22.00 ,"$6,000",$6000 + 70%,326.0,"$5,553.00",$17.03,"$3,123.63"
Rumours,11/10/18,469.0,"$3,954.45",$15.00 ,"$3,954.45",60%,469.0,"$5,405.00",$11.52,"$3,396.80"
San Holo,11/11/18,775.0,"$17,050.00",$22.00 ,"$9,016.14",$6800 + 70% ,775.0,"$7,200.00",$9.29,"$10,493.46"
Marcus King Band,11/12/18,751.0,"$11,449.00",$15.00 ,"$11,449.00",60% of GBOR,701.0,"$8,508.00",$12.14,"$9,469.70"
I'm With Her,11/15/18,579.0,"$20,333.00",$35.00 ,"$20,000.00","$20,000 + 70%",579.0,"$3,566.00",$6.16,$949.58
Thankful Dead,11/21/18,396.0,"$4,746.00",$12.00 ,"$2,577.60",60%,483.0,"$4,746.00",$9.83,"$2,401.31"
Chamomille & Whiskey and Lord Nelson,Fri 11/23/18,275.0,"$3,142.00",$12.00 ,"$1,438.00",60%,301.0,"$4,100.75",$13.62,"$1,076.34"
Groove Train,11/24/18,306.0,"$3,284.00",$12.00 ,"$1,700.40",60%,306.0,"$3,846.05",$12.57,$927.41
Richard Thompson,11/28/18,421.0,"$19,255.00",$45.00 ,"$13,192.42","$12,500 + 70%",421.0,"$2,631.45",$6.25,"$5,326.90"
Steve Earle,11/29/18,508.0,"$18,745.00",$39.00 ,"$11,819.73","$10,000 + 70%",508.0,"$3,894.50",$7.67,"$6,526.36"
Hannibal Burress,11/30/18,501.0,"$17,543.00",$35.00 ,"$10,500.00","$10,500 + 70%",501.0,"$5,038.00",$10.06,"$6,885.88"
Eddie From Ohio,12/9/18,290.0,"$8,270.00",$27.00 ,"$4,962.00",60%,290.0,"$1,026.92",$3.54,"$1,887.14"
Joe Lawlor and Friends DMB After Party,12/7/18,519.0,"$4,854.00",$10.00 ,"$2,732.40",60%,301.0,"$4,626.74",$15.37,"$3,353.16"
Billy Strings,12/20/18,775.0,"$11,675.00",$15.00 ,"$7,458.75",60%,775.0,"$8,616.41",$11.12,"$7,255.55"
Hiss Golden Messenger,12/21/18,271.0,"$5,480.00",$20.00 ,"$5,000.00","$5,000 + 70%",271.0,"$3,341.56",$12.33,$64.62
Sons of Bill,12/23/18,586.0,"$13,173.00",$20.00 ,"$7,499.05",60%,586.0,"$6,230.31",$10.63,"$5,881.81"
Indecision,Fri 12/28/18,281.0,"$4,351.00",$15.00 ,"$2,186.10",60%%,322.0,"$4,911.50",$15.25,"$2,482.11"
Skip Castro,12/29/18,445.0,"$9,722.00",$22.00 ,"$5,563.20",60%,445.0,"$5,209.14",$11.71,"$4,975.30"
Love Canon,12/31/18,647.0,"$27,376.00",$40.00 ,"$15,444.75","$12,000 + 70%",701.0,"$12,465.84",$17.78,"$15,565.81"
Infamous Stringdusters,Fri 11/1/19,758.0,"$22,882.92",$29.99 ,"$15,219.25",60% of GBOR,759.0,"$10,972.26",$14.46,"$11,535.57"
Dawes,Sat 2/9/19,775.0,"$27,125.00",$35.00 ,"$17,040.63","$15,000 + 70%",775.0,"$9,148.10",$11.80,"$11,152.56"
Andrew McMahon,Sat 12/7/19,775.0,"$25,575.00",$33.00 ,"$15,529.91","$14,500 vs 85%",688.0,"$4,912.64",$7.14,"$10,815.92"
Pigeons Playing Ping Pong,Wed 1/30/19,772.0,"$17,016.00",$22.00 ,"$10,603.78",60% of GBOR,772.0,"$9,619.43",$12.46,"$10,771.91"
Billy Strings,Fri 11/8/19,775.0,"$15,492.25",$19.99 ,"$10,529.58",60% of GBOR,775.0,"$11,655.92",$15.04,"$10,287.04"
Coheed and Cambria,Fri 10/11/19,775.0,"$27,900.00",$36.00 ,"$20,250.00","$20,250 vs 85%",775.0,"$8,138.73",$10.50,"$10,149.81"
Mitchel Tenpenny,Tue 1/1/19,794.0,"$14,297.00",$18.00 ,"$8,114.22","$7,500 + 70%",791.0,"$8,134.75",$10.28,"$9,483.37"
The Legwarmers,Sat 6/15/19,775.0,"$13,983.00",$18.00 ,"$9,314.03",60% of GBOR,775.0,"$12,060.00",$15.56,"$9,314.03"
Billy Strings,Thu 11/7/19,775.0,"$15,492.25",$19.99 ,"$10,529.58",60% of GBOR,775.0,"$10,176.84",$13.13,"$9,305.94"
The Wailers,Thu 2/21/19,572.0,"$12,800.00",$22.00 ,"$5,936.03",60% of GBOR,572.0,"$7,166.77",$12.53,"$8,702.61"
Houndmouth,Fri 2/22/19,775.0,"$15,550.00",$20.00 ,"$8,040.86",$7400 + 70%,760.0,"$8,077.00",$10.63,"$9,613.33"
Steel Wheels,Sat 2/16/19,775.0,"$17,058.00",$22.00 ,"$10,795.20",60% of GBOR,775.0,"$6,289.93",$8.12,"$9,193.37"
The Legwarmers,Sun 2/10/19,775.0,"$13,950.00",$18.00 ,"$9,067.50",60% of GBOR,775.0,"$11,560.43",$14.92,"$9,058.41"
Gregory Alan Isakov,Tue 1/22/19,758.0,"$18,950.00",$25.00 ,"$11,133.49","$8,500 + 70%",758.0,"$4,043.00",$5.33,"$9,015.15"
The Legwarmers,Fri 10/25/19,750.0,"$13,500.00",$18.00 ,"$8,775.00",60% of GBOR,750.0,"$11,276.60",$15.04,"$8,818.92"
Robert Earl Keen,Sun 12/8/19,632.0,"$19,026.00",$30.00 ,"$7,807.05",$3750+70% of GBOR,696.0,"$6,317.08",$9.08,"$8,708.23"
Josh Ritter,Sat 5/18/19,757.0,"$18,935.00",$25.00 ,"$12,036.00",60% of GBOR,757.0,"$5,497.75",$7.26,"$8,150.55"
Sleep,Sun 6/9/19,635.0,"$16,009.00",$25.00 ,"$10,000.00","10,000 + 70%",635.0,"$6,609.39",$10.41,"$8,145.66"
The Tallest Man on Earth,Sat 5/11/19,747.0,"$22,450.65",$29.99 ,"$15,509.77","$10,000 + 70%",747.0,"$4,104.34",$5.49,"$8,087.31"
No BS Brass Band,Tue 12/31/19,394.0,"$12,891.00",$33.00 ,"$6,000.00",$6000 + 70% of GBOR,455.0,"$7,104.33",$15.61,"$7,983.96"
Zoso,Sat 3/2/19,750.0,"$11,434.00",$15.00 ,"$7,269.60",60% of GBOR,750.0,"$9,955.00",$13.27,"$7,720.81"
Steep Canyon Rangers,Fri 1/18/19,587.0,"$13,080.00",$22.00 ,"$7,024.80",60% of GBOR,618.0,"$5,153.02",$8.34,"$7,674.91"
Wallows,Fri 9/6/19,775.0,"$19,375.00",$25.00 ,"$12,546.80","$10,000 + 70%",775.0,"$1,341.66",$1.73,"$7,138.03"
Judah & The Lion,Tue 4/16/19,546.0,"$16,516.50",$30.25 ,"$9,671.40",60% of GBOR,546.0,"$2,353.63",$4.31,"$4,881.98"
Patty Griffin,Tue 4/2/19,527.0,"$17,749.00",$35.00 ,"$11,450.89","$10,000 + 70%",472.0,"$2,895.76",$6.14,"$6,938.31"
Mandolin Orange,Mon 2/4/19,775.0,"$15,500.00",$20.00 ,"$9,941.25",60% of GBOR,775.0,"$5,386.74",$6.95,"$6,859.52"
Blues Traveler,Tue 11/5/19,614.0,"$19,738.00",$32.00 ,"$15,000.00","$15,000 + 70%",610.0,"$6,413.13",$10.51,"$6,818.18"
Hippocampus,Mon 11/4/19,775.0,"$21,259.22",$26.00 ,"$12,164.31",60% of GBOR,775.0,"$2,353.28",$3.04,"$6,800.08"
Sons of Bill,Mon 12/23/19,504.0,"$11,453.00",$20.00 ,"$5,730.14",60% of GBOR,504.0,"$6,126.14",$12.16,"$6,669.54"
Alejandra Aranda,Sun 11/3/19,770.0,"$15,406.00",$20.00 ,"$8,145.60","$5,000 + 70%",770.0,"$1,962.55",$2.55,"$6,523.14"
Kathleen Madigan,Fri 2/15/19,447.0,"$16,691.00",$37.00 ,"$10,588.55","$10,000 + 70% ",447.0,"$2,556.98",$5.72,"$6,201.03"
Caamp,Sat 3/23/19,777.0,"$11,655.00",$15.00 ,"$7,218.25",60% of GBOR,777.0,"$6,350.61",$8.17,"$6,128.86"
Kendall St. Company,Fri 3/22/19,701.0,"$7,824.00",$12.00 ,"$4,406.40",60% of GBOR,669.0,"$8,062.22",$12.05,"$5,735.87"
Milk Carton Kids,Sat 4/27/19,446.0,"$16,781.00",$37.00 ,"$9,258.28","$6,000 + 70% ",486.0,"$2,174.97",$4.48,"$5,569.51"
Welcome to Nightvale,Sat 9/14/19,459.0,"$13,842.00",$30.00 ,"$7,973.61",60% of GBOR,459.0,"$1,312.93",$2.86,"$5,120.28"
The Cadillac Three,Sat 8/17/19,508.0,"$11,235.24",$21.99 ,"$10,000.00","$10,000 + 70%",508.0,"$9,642.86",$18.98,"$3,928.90"
The Mountain Goats,Sat 7/13/19,514.0,"$12,906.00",$25.00 ,"$8,500.00",$8500 + 70%,514.0,"$3,096.50",$6.02,"$3,830.64"
Todd Snider,Thu 5/2/19,292.0,"$9,528.00",$32.00 ,"$5,253.30",60% of GBOR,272.0,"$2,545.51",$9.36,"$3,732.40"
Donna the Buffalo,Sat 2/2/19,390.0,"$7,732.00",$20.00 ,"$4,489.20",60% of GBOR,390.0,"$5,291.98",$13.57,"$3,651.56"
Kishi Bashi,Sat 11/9/19,574.0,"$11,511.00",$20.00 ,"$7,500.00",$7500 + 70%,537.0,"$3,409.18",$6.35,"$3,553.87"
Robert Earl Keen,Tue 4/9/19,406.0,"$12,248.00",$30.00 ,"$10,000.00","$10,000 + 70%",406.0,"$4,100.00",$10.10,"$3,474.68"
Saved by the 90s,Fri 8/16/19,320.0,"$4,170.00",$15.00 ,"$2,394.00",60% of GBOR,350.0,"$7,670.00",$21.91,"$3,426.96"
Skip Castro,Wed 12/18/19,340.0,"$7,086.00",$22.00 ,"$3,981.60",60% of GBOR,340.0,"$3,900.66",$11.47,"$3,470.06"
Chamomile & Whiskey,Fri 3/15/19,481.0,"$5,802.00",$12.00 ,"$3,085.20",60% of GBOR,481.0,"$6,120.85",$12.73,"$3,385.96"
Carbon Leaf,Sat 11/2/19,476.0,"$8,137.00",$18.00 ,"$4,732.20",60% of GBOR,476.0,"$4,252.91",$8.93,"$3,095.95"
Parachute,Tue 4/30/19,391.0,"$9,792.00",$25.00 ,"$5,173.20",60% of GBOR,405.0,"$1,800.98",$4.45,"$3,038.74"
David Bromberg,Sun 2/10/19,205.0,"$8,727.00",$37.00 ,"$4,000.00","$4,000 + 70%",205.0,"$1,099.40",$5.36,"$2,958.54"
Fruit Bats,Thu 11/21/19,356.0,"$6,138.00",$17.00 ,"$3,502.80",$3145 vs 60%,356.0,"$3,906.79",$10.97,"$2,928.52"
All Black Affair,Sat 10/19/19,504.0,"$6,523.00",$10.00 ,"$3,913.80",60% of GBOR,504.0,"$5,196.80",$10.31,"$2,811.07"
106 and Park Dance Party,Fri 12/13/19,531.0,"$4,411.00",$10.00 ,"$2,646.60",60% of GBOR,531.0,"$6,715.30",$12.65,"$2,808.89"
Dark Star Orchestra,Wed 12/4/19,562.0,"$18,136.00",$32.00 ,"$17,500.00","$17,500 + 70%",619.0,"$8,800.89",$14.22,"$2,760.85"
Hot In Herre,Fri 7/12/19,346.0,"$4,234.00",$12.00 ,"$1,892.00",$1500 vs 50% ,346.0,"$5,209.66",$15.06,"$2,667.61"
Eddie From Ohio,Sat 1/12/19,312.0,"$8,758.00",$27.00 ,"$4,894.80",60% of GBOR,312.0,"$1,026.92",$3.29,"$2,369.87"
Indecision,Fri 12/27/19,279.0,"$4,218.00",$15.00 ,"$2,110.80",60% of GBOR,279.0,"$5,243.74",$18.79,"$2,273.60"
Thankful Dead,Wed 11/27/19,375.0,"$4,528.00",$12.00 ,"$2,446.80",60% of GBOR,375.0,"$5,310.46",$14.16,"$2,264.53"
Anderson East,Tue 2/26/19,435.0,"$8,764.00",$20.00 ,"$6,000.00","$6,000 + 70%",263.0,"$3,653.00",$13.89,"$2,238.50"
Cody Purvis,Sat 3/9/19,517.0,"$4,934.00",$10.00 ,"$2,960.40",60% of GBOR,459.0,"$6,100.00",$13.29,"$2,121.74"
Mason Ramsey,Sat 10/26/19,548.0,"$8,240.00",$15.00 ,"$4,944.00",60% of GBOR,548.0,"$1,984.79",$3.62,"$1,957.36"
Boy Named Banjo,Fri 11/15/19,388.0,"$5,547.00",$15.00 ,"$2,612.20",60% of GBOR,385.0,"$4,462.11",$11.59,"$1,922.93"
Cat Power,Wed 9/18/19,544.0,"$18,930.00",$35.00 ,"$17,500.00","$17,500 vs 85%",544.0,"$3,977.08",$7.31,"$1,763.06"
Albemarle Jazz Band,Sun 3/10/19,355.0,"$7,297.00",$20.00 ,"$4,108.20",60% of GBOR,355.0,"$1,210.78",$3.41,"$1,755.41"
Mipso,Fri 8/30/19,357.0,"$5,285.00",$15.00 ,"$2,500.00",$2500 vs 50%,357.0,"$2,500.00",$7.00,"$1,676.17"
The Connells,Sat 6/22/19,321.0,"$6,568.00",$20.00 ,"$5,000.00","$5,000 + 70%",321.0,"$3,627.09",$11.30,"$1,416.03"
100 Proof Band,Sun 10/6/19,337.0,"$4,236.00",$12.00 ,"$2,541.60",60% of GBOR,337.0,"$4,111.26",$12.20,"$1,354.76"
March Fourth Marching Band,Fri 8/9/19,226.0,"$3,219.00",$15.00 ,"$1,500.00",$1500 vs 50%,300.0,"$4,050.00",$13.50,"$1,113.87"
Phil Vassar,Sat 1/26/19,331.0,"$11,669.00",$35.00 ,"$10,500.00","$10,000 + 70% ",331.0,"$4,965.00",$15.00,$986.10
Weezer vs Blink 182,Sat 8/10/19,271.0,"$3,170.00",$12.00 ,"$1,902.00",60% of GBOR,290.0,"$3,550.00",$12.24,$625.85
Disco Risque and PEEN,Sat 4/20/19,243.0,"$2,149.00",$10.00 ,"$1,109.40",60% of GBOR,280.0,"$4,040.00",$14.43,$498.43
Stranger Things Dance Party,Fri 7/5/19,233.0,"$2,293.00",$10.00 ,"$1,263.30",60% of GBOR,233.0,"$3,392.40",$14.56,$161.56
The Days Between,Sat 8/3/19,290.0,"$3,508.00",$12.00 ,"$1,903.20",60% of GBOR,290.0,"$2,405.38",$8.29,$62.95
Who's Bad,Thu 2/14/19,239.0,"$4,166.00",$18.00 ,"$2,145.16",60% of GBOR,239.0,"$1,875.66",$7.85,$4.41
Eddie From Ohio,Sun 11/17/19,204.0,"$5,958.00",$27.00 ,"$3,424.80",60% of GBOR,204.0,$940.18,$4.61,-$44.32
100 Proof and Seductive Sounds,Sat 5/4/19,244.0,"$2,970.00",$10.00 ,"$1,602.00",60% of GBOR,205.0,"$3,326.75",$16.23,-$122.33
Southern Accents,Sat 4/6/19,172.0,"$2,519.00",$15.00 ,"$1,500.00",$1500 vs 50%,172.0,"$2,394.68",$13.92,-$394.15
Hangover Ball,Tue 11/19/19,106.0,"$1,473.00",$12.00 ,$613.80,60% of GBOR,235.0,"$3,302.83",$14.05,-$572.09
Mac Powell and the Family Reunion,Thu 3/14/19,102.0,"$5,445.38",$35.00 ,"$3,177.23",60% of GBOR,102.0,$298.10,$2.92,$280.24
No Scrubs,Fri 2/1/19,263.0,"$2,778.00",$11.00 ,"$2,750.00",$2750 vs 75%,263.0,"$3,776.00",$14.36,-$638.98
Phosphorescent,Wed 4/17/19,270.0,"$5,970.00",$22.00 ,"$5,000.00","$5,000 + 70%",270.0,"$3,200.00",$11.85,"-$1,002.90"
I Can't Feel My Face ,Sat 8/31/19,162.0,"$2,078.00",$12.00 ,"$1,500.00",$1500 vs 50%,188.0,"$1,900.00",$10.11,"-$1,035.46"
Groove Train,Fri 7/26/19,98.0,"$1,230.00",$12.00 ,$648.00,60% of GBOR,106.0,"$1,940.00",$18.30,"-$1,105.04"
BJP and The Moneymakers,Thu 12/5/19,96.0,"$1,022.00",$10.00 ,$321.20,60% of GBOR,96.0,"$1,054.94",$10.99,"-$1,264.62"
IndepenDANCE Party Go Go Show,Sat 7/6/19,75.0,$879.00,$10.00 ,$527.40,60% of GBOR,205.0,"$1,585.73",$7.74,"-$1,431.12"
The Near Misses,Sun 9/8/19,57.0,$951.00,$15.00 ,$340.50,50% of GBOR,57.0,$270.00,$4.74,"-$1,644.61"
Lindsey Lou,Sun 9/22/19,71.0,$796.00,$12.00 ,$477.60,60% of GBOR,71.0,$687.39,$9.68,"-$1,689.05"
Ugly Sweater Party,Sat 12/14/19,104.0,$552.00,$12.00 ,$552.00,60% of GBOR,104.0,"$1,326.40",$12.75,"-$1,124.22"
Indecision,Fri 5/10/19,245.0,"$3,741.00",$15.00 ,"$1,824.60",60% of GBOR,245.0,"$4,233.60",$17.28,"$1,271.76"
Nasty and SHHO Present - Color Theory,Fri 3/29/19,204.0,$628.00,$7.00 ,"$1,000.00",$1000 vs 50%,204.0,"$1,375.98",$6.75,"-$1,958.38"
Of Montreal,Mon 10/28/19,195.0,"$3,841.00",$20.00 ,"$4,000.00","$4,000 + 70% ",195.0,"$1,443.01",$7.40,"-$2,157.40"
Interpol,Wed 9/4/19,644.0,"$21,289.00",$35.00 ,"$25,000.00","$25,000 vs 85% of GBOR",644.0,"$5,200.00",$8.07,"-$2,516.69"
Randy Houser,Sat 11/16/19,354.0,"$13,138.00",$37.00 ,"$20,000.00","$20,000 + 70%",354.0,"$5,664.15",$16.00,"-$7,114.72"
O.A.R.,3/8/20,775.0,"$31,000.00",$40.00 ,"$20,529.24","$20,000 + 70%",718.0,"$9,152.63",$12.75,"$12,309.91"
Steel Wheels,1/11/20,775.0,"$19,377.00",$25.00 ,"$12,335.00",60% of GBOR,775.0,"$6,589.16",$8.50,"$9,657.79"
The Legwarmers,Fri 1/17/20,775.0,"$13,950.00",$18.00 ,"$9,067.50",60% of GBOR,775.0,"$12,052.31",$15.55,"$9,295.12"
The Devil Makes Three,1/22/20,633.0,"$16,035.00",$25.00 ,"$10,447.75",60% of GBOR,633.0,"$7,644.36",$12.08,"$7,667.22"
Turkuaz,1/25/20,770.0,"$11,854.00",$15.00 ,"$7,175.35",60% of GBOR,770.0,"$10,371.25",$13.47,"$7,553.15"
Kendall St. Company,Fri 2/14/20,675.0,"$8,284.00",$15.00 ,"$4,015.40",60% of GBOR,675.0,"$8,378.38",$12.41,"$6,199.23"
Zoso,Fri 2/21/20,659.0,"$11,220.00",$18.00 ,"$6,498.00",60% of GBOR,659.0,"$11,220.00",$17.03,"$5,895.78"
Amanda Shires,2/15/20,431.0,"$10,797.00",$25.00 ,"$4,400.00",$4400 + 85%,431.0,"$4,104.71",$9.52,"$5,695.94"
Galactic,2/16/20,451.0,"$11,483.00",$25.00 ,"$6,356.80",60% of GBOR,451.0,"$6,581.81",$14.59,"$5,595.22"
Drive By Truckers,2/19/20,602.0,"$15,158.00",$25.00 ,"$11,500.00","$11,500 + 70%",602.0,"$7,952.51",$13.21,"$5,158.00"
Kyle Kinane,2/18/20,297.0,"$8,149.00",$25.00 ,"$2,949.50",$2000 vs 50% ,297.0,"$2,080.98",$7.01,"$4,515.98"
Drake Night Dance Party,1/18/20,592.0,"$4,415.00",$10.00 ,"$2,349.00",60% of GBOR,518.0,"$7,079.96",$13.67,"$3,021.08"
Vegabonds,Thu 2/27/20,582.0,"$6,066.00",$12.00 ,"$3,242.60",60% of GBOR,582.0,"$6,522.40",$11.21,"$2,765.14"
Nathan Colberg,2/28/20,752.0,"$8,028.00",$12.00 ,"$5,023.20",60% of GBOR,752.0,"$5,007.45",$6.66,"$2,707.09"
Rockn to Lockn,3/6/20,500.0,"$4,533.00",$10.00 ,"$2,016.50",50% of GBOR,500.0,"$5,420.70",$10.84,"$2,645.70"
Jordan Davis,1/30/20,504.0,"$13,127.00",$26.00 ,"$12,500.00","$12,500 + 70%",504.0,"$6,213.19",$12.33,"$2,453.23"
Elephante,2/26/20,318.0,"$6,157.00",$20.00 ,"$3,694.20",60% of GBOR,318.0,"$3,130.17",$9.84,"$2,048.90"
The Wailers,2/12/20,326.0,"$7,334.00",$22.00 ,"$5,000.00",$5000 + 70%,326.0,"$4,106.34",$12.60,"$1,575.97"
Aquarious Exravaganza,1/24/20,343.0,"$3,308.00",$7.00 ,"$1,684.80",60% of GBOR,343.0,"$3,840.02",$11.20,"$1,116.72"
Cody Purvis,3/7/20,565.0,"$5,294.00",$10.00 ,"$2,996.40",60% of GBOR,565.0,"$8,314.36",$14.72,"$3,294.67"
David Bromberg,1/9/20,166.0,"$6,680.00",$37.00 ,"$4,000.00","$4,000 + 70%",184.0,$919.30,$5.00,$453.03
Shakey Graves,Fri 11/12/21,750.0,"$22,500.00",$30.00 ,"$13,680.00",60% of GBOR,750.0,"$6,724.00",$8.97,"$11,357.44"
Kingfish Ingram,Fri 8/13/21,596.0,"$14,978.00",$25.00 ,"$7,500.00",$7500 vs 85%,488.0,"$5,514.00",$11.30,"$9,150.36"
Mountain Goats,Wed 12/15/21,700.0,"$22,440.00",$32.00 ,"$14,957.31",70% of GBOR,543.0,"$3,357.00",$6.18,"$8,704.64"
Houndmouuth,Mon 11/22/21,663.0,"$14,650.00",$22.00 ,"$8,000.00","$8,000 vs 85%",663.0,"$5,174.00",$7.80,"$8,042.01"
Robert Earl Keen,Wed 12/8/21,509.0,"$17,839.00",$35.00 ,"$10,000.00","$10,000 vsa 85%",416.0,"$4,804.00",$11.55,"$7,946.82"
